"",时间戳,0压缩机/冷水机组出口制冷剂温度℃,1冷凝器进口制冷剂气体温度℃,2冷凝器出口制冷剂液体温度℃,3膨胀阀前制冷剂液体温度℃,4量热器出口制冷剂气体温度℃,5压缩机/冷水机组入口制冷剂温度℃,6环境温度℃,7冷却水进口温度℃,8冷却水出口温度℃,9冷凝机组冷却水出水温度℃,10冷凝机组冷却水进水温度℃,11恒温水槽供温度℃,12压缩机箱温度℃,13压缩机扭矩Nm,14压缩机/冷水机组出口制冷剂压力MPa,15冷凝器进口制冷剂气体压力MPa,16冷凝器出口制冷剂液体压力MPa,17膨胀阀前制冷剂液体压力MPa,18量热器第二制冷剂压力MPa,19量热器出口制冷剂气体压力MPa,20压缩机/冷水机组入口制冷剂压力MPa,21压缩机转速rpm,22恒温水槽回水流量m3/h,23量热器输入功率kW,25电压A_V,26电压B_V,27电压C_V,28电流A_V,29电流B_V,30电流C_V,31功率kW,32功率因数,33频率Hz,34UT1输出百分比%,35UT2输出百分比%,36UT3输出百分比%,37UT4输出百分比%,38UT5输出百分比%,39UT6输出百分比%,40制冷剂流量kg/s,41制冷量kW,42COP,43吸气实际比体积 m3/kg,44供液比焓 kJ/kg,45膨胀阀进口比焓 kJ/kg,46第二制冷剂温度℃,47量热器出库比焓 kJ/kg,48水比热容 kJ/(kg ℃),49水密度kg/m3,50量热器漏热量 kW
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
